Organism,Risk Group,Agent Type,Alternate Names
Pythium insidiosum,RG2,Fungus,"Phythosis disease agent,Hyphomyces destruens,Pythium destruens,Pythium gracile"
Trichoderma atroviride,RG1,Fungus,Hypocrea atroviridis
Trichoderma koningiopsis,RG1,Fungus,Hypocrea koningiopsis
Hypoderma bovis,,Parasite,Northern cattle grub
Hypoderma lineatum,,Parasite,
Hypoderma tarandi,,Parasite,"Reindeer warble flies,Oedemagena tarandi"
Ichthyophthirius multifiliis,,Parasite,Ichthyophthirius multifilis
Ideonella dechloratans,RG1,Bacteria,
Ignavigranum ruoffiae,RG2,Bacteria,
Lyssavirus ikoma,RG3,Virus,Ikoma lyssavirus
Iltovirus psittacidalpha1,,Virus,"Pacheco's disease virus,Psittacid alphaherpesvirus 1"
Ilumatobacter fluminis,RG2,Bacteria,
Ilyobacter delafieldii,RG1,Bacteria,
Ilyobacter polytropus,RG1,Bacteria,
Ilyobacter tartaricus,RG1,Bacteria,
Thottimvirus imjinense,RG3,Virus,"Imjin virus,Imjin thottimvirus,Imjin orthohantavirus"
Vesiculovirus indiana,RG2,Virus,"Indiana vesiculovirus,Indiana virus,Vesicular stomatitis Indiana virus"
Novirhabdovirus salmonid,RG1,Virus,"Infectious hematopoietic necrosis virus,Salmonid novirhabdovirus"
Isavirus salaris,RG1,Virus,"Infectious salmon anemia virus,Salmon isavirus"
Megalocytivirus pagrus1 (Red sea bream iridovirus),RG1,Virus,"Red sea bream iridovirus,Infectious spleen and kidney necrosis virus (Red sea bream iridovirus)"
Influenza A-like virus H17N10,RG2,Virus,
Influenza A-like virus H18N11,RG2,Virus,
Orthobunyavirus jamestownense,RG2,Virus,"Jamestown Canyon virus,Inkoo virus,Jamestown Canyon orthobunyavirus"
Inquilinus limosus,RG2,Bacteria,
Intrasporangium calvum,RG1,Bacteria,
Iodamoeba butschlii,RG1,Parasite,
Iotapapillomavirus 1,,Virus,"Praomys natalensis papillomavirus,Multimammate papillomavirus,Mastomys natalensis papillomavirus"
Mammarenavirus ippyense,RG2,Virus,"Ippy mammarenavirus,Ippy virus"
Vesiculovirus isfahan,RG2,Virus,"Isfahan vesiculovirus,Isfahan virus"
Isla Vista virus,RG3,Virus,Isla Vista hantavirus
Saprolegnia parasitica,,Fungus,Isoachlya parasitica
Isobaculum melis,RG2,Bacteria,
Isosphaera pallida,RG1,Bacteria,
Orthoflavivirus israelense,RG3,Virus,"Israel turkey meningoencephalitis virus,Israel turkey meningoencephalomyelitis virus"
Psorobia ovis,RG1,Parasite,"Psorobia ovis,Psorergates ovis,Sheep Itch Mite,Itch Mite"
Janibacter limosus,RG1,Bacteria,
Janthinobacterium agaricidamnosum,RG1,Bacteria,
Orthoflavivirus japonicum,RG3,Virus,Japanese encephalitis virus
Jembrana disease virus,,Virus,Lentivirus bovjem
Jemez Springs virus,RG3,Virus,
Jeotgalibacillus alimentarius,RG1,Bacteria,
Jeotgalibacillus campisalis,,Bacteria,Marinibacillus campisalis
Jingmen tick virus,RG2,Virus,
Johnsonella ignava,RG2,Bacteria,
Quaranjavirus johnstonense,RG2,Virus,"Johnston Atoll quaranjavirus,Johnston Atoll virus"
Jonesia denitrificans,RG2,Bacteria,Listeria denitrificans
Orthoflavivirus jugraense,RG2,Virus,Jugra virus
Juncopox virus,RG1,Virus,
Juquitiba virus,RG3,Virus,
Vesiculovirus jurona,RG2,Virus,"Jurona virus,Jurona vesiculovirus"
Orthoflavivirus jutiapaense,RG2,Virus,Jutiapa virus
K7M2-WT,RG1,Cell Line,K7M2
Orthoflavivirus kadamense,RG2,Virus,Kadam virus
Orthobunyavirus kaengkhoiense,RG2,Virus,"Kaeng Khoi orthobunyavirus,Kaeng Khoi virus"
Orthobunyavirus shuniense,RG2,Virus,"Shuni virus,Shuni orthobunyavirus,Kaikalur virus"
Orthobunyavirus insulae,RG3,Virus,"Kairi orthobunyavirus,Kairi virus"
Kamiti River virus,RG1,Virus,
Kandleria vitulina,RG1,Bacteria,Lactobacillus vitulinus
Kannamangalam virus,RG2,Virus,
Kariphilus muscorum,,Parasite,"Sathrophilus muscorum,Saprophilus muscorum"
Phytophthora colocasiae,RG1,Other,"Phytophthora parasitica var. colocasiae,Kawakamia colocasiae"
Orthoflavivirus kedougouense,RG3,Virus,Kedougou virus
Ledantevirus kern,RG2,Virus,Kern Canyon virus
Kerstersia gyiorum,RG1,Bacteria,
Orthonairovirus keterehense,RG2,Virus,"Keterah virus,Keterah orthonairovirus"
Ledantevirus keuraliba,RG2,Virus,"Keuraliba ledantevirus,Keuraliba virus"
Orthobunyavirus keystoneense,RG2,Virus,"Keystone virus,Keystone orthobunyavirus"
Orthohantavirus khabarovskense,RG3,Virus,"Topografov virus,Khabarovsk orthohantavirus,Khabarovsk virus"
Kibdelosporangium aridum,RG1,Bacteria,
Kibdelosporangium aridum subsp. aridum,RG1,Bacteria,
Kibdelosporangium aridum subsp. largum,RG1,Bacteria,
Kibdelosporangium philippinense,RG1,Bacteria,
Kibdelosporangium phytohabitans,RG1,Bacteria,
Kineococcus aurantiacus,RG1,Bacteria,
Kineosporia aurantiaca,RG1,Bacteria,
Kineosporia mikuniensis,RG1,Bacteria,
Kineosporia rhamnosa,RG1,Bacteria,
Kineosporia rhizophila,RG1,Bacteria,
Kineosporia succinea,RG1,Bacteria,
Kingella denitrificans,RG2,Bacteria,
Symbiotes lectularius,RG1,Bacteria,Kingella indologenes
Kingella kingae,RG2,Bacteria,Moraxella kingii
Kingella oralis,RG2,Bacteria,Kingella orale
Streptomyces purpureus,RG1,Bacteria,"Kitasatoa purpurea,Kitasatoa diplospora,Kitasatoa kauaiensis,Kitasatoa nagasakiensis"
Streptomyces racemochromogenes,RG1,Bacteria,Kitasatoa purpurea
Kitasatospora aburaviensis,RG1,Bacteria,
Kitasatospora albolonga,RG1,Bacteria,Streptomyces albolongus
Kitasatospora atroaurantiaca,RG1,Bacteria,Streptomyces atroaurantiacus
Kitasatospora aureofaciens,RG1,Bacteria,"Kitasatospora psammotica,Streptomyces avellaneus,Streptomyces psammoticus,Streptomyces aureofaciens"
Kitasatospora azatica,RG1,Bacteria,"Kitasatosporia azatica,Streptomyces azaticus"
Kitasatospora cystarginea,RG1,Bacteria,"Kitasatosporia cystarginea,Streptomyces cystargineus"
Streptomyces chrysomallus subsp. fumigatus,RG1,Bacteria,Kitasatospora fumigata
Kitasatospora griseola,RG1,Bacteria,"Kitasatosporia griseola,Streptomyces griseolosporeus"
Kitasatospora indigofera,RG1,Bacteria,Streptomyces indigoferus
Kitasatospora kifunensis,RG1,Bacteria,Streptomyces kifunensis
Kitasatospora mediocidica,RG1,Bacteria,"Kitasatosporia mediocidica,Streptomyces mediocidicus"
Kitasatospora paracochleata,RG1,Bacteria,"Kitasatosporia paracochleata,Streptomyces paracochleatus"
Kitasatospora phosalacinea,RG1,Bacteria,"Kitasatosporia phosalacinea,Streptomyces phosalacineus"
Kitasatospora purpeofuscus,RG1,Bacteria,Streptomyces purpeofuscus
Kitasatospora setae,RG1,Bacteria,"Steptomyces setae,Kitasatosporia setalba,Kitasatospora setalba,Kitasatosporia setae"
Kitasatospora xanthocidica,RG1,Bacteria,Streptomyces xanthocidicus
Tupavirus klamath,RG2,Virus,"Klamath virus,Klamath tupavirus"
Klebsiella heat-labile toxins,Unregulated Toxins,Toxin,
Klebsiella ornithinolytica,RG2,Bacteria,Raoultella ornithinolytica
Klebsiella planticola,RG2,Bacteria,"Raoultella planticola,Klebsiella trevisanii"
Klebsiella pneumoniae subsp. pneumoniae,RG2,Bacteria,
Klebsiella pneumoniae subsp. rhinoscleromatis,RG2,Bacteria,Klebsiella rhinoscleromatis
Klebsiella variicola,RG2,Bacteria,Klebsiella singaporensis
Klebsiella terrigena,RG2,Bacteria,Raoultella terrigena
Klebsiella variicola 137,RG1,Bacteria,
Kluyvera ascorbata,RG2,Bacteria,
Kluyvera cryocrescens,RG2,Bacteria,
Kluyvera georgiana,RG1,Bacteria,
Rothia kristinae,RG1,Bacteria,"Micrococcus kristinae,Kocuria kristinae"
Kocuria palustris,RG1,Bacteria,
Kocuria rhizophila,RG1,Bacteria,
Kocuria varians,RG1,Bacteria,Micrococcus varians
Orthoflavivirus kokoberaorum,RG2,Virus,"Kokobera virus,Stratford virus"
Sunrhavirus kolongo,RG2,Virus,Kolongo virus
Orthobunyavirus koongoli,RG2,Virus,"Koongol virus,Wongal virus,Koongol orthobunyavirus"
Thermoanaerobacter acetoethylicus,RG1,Bacteria,Koreamonospora
Korotnevella hemistylolepis,RG1,Other,
Kosakonia sacchari strain 6,RG1,Bacteria,
Zobellia uliginosa,RG1,Bacteria,Koserella
Zavarzinia compransoris,RG1,Bacteria,Koserella trabulsii
Orthoflavivirus koutangoense,RG3,Virus,Koutango virus
Ktedonobacter racemifer,RG1,Bacteria,
Orthoflavivirus nilense,RG3,Virus,"Kunjin virus,West Nile virus"
Kurthia gibsonii,RG1,Bacteria,
Kurthia sibirica,RG1,Bacteria,
Kuru agent,RG3,Prion,
Kutzneria albida,RG1,Bacteria,Streptosporangium albidum
Kutzneria kofuensis,RG1,Bacteria,Streptosporangium viridogriseum subsp. kofuense
Kutzneria viridogrisea,RG1,Bacteria,"Streptosporangium viridigriseum,Streptosporangium viridogriseum subsp. viridogriseum"
Orthoflavivirus kyasanurense (Kyasanur Forest disease virus),RG4,Virus,Kyasanur Forest disease virus
Kytococcus sedentarius,RG1,Bacteria,Micrococcus sedentarius
L-WRN,RG1,Cell Line,
Orthobunyavirus lacrosseense,RG2,Virus,"La Crosse orthobunyavirus,La Crosse virus"
La Tina virus,RG2,Virus,
Labrys monacha,RG1,Bacteria,Labrys monachus
Laccaria bicolor,RG1,Fungus,
Laccaria laccata,RG1,Fungus,
Laceyella putida,RG1,Bacteria,Thermoactinomyces putidus
Laceyella sacchari,RG2,Bacteria,"Theroactinomyces sacchari,Thermoactinomyces thalpophilus"
Lachnospira multipara,RG1,Bacteria,
Lachnospira pectinoschiza,RG1,Bacteria,
Lacticaseibacillus casei,RG1,Bacteria,Lactobacillus casei
Lacticaseibacillus manihotivorans,RG1,Bacteria,Lactobacillus manihotivorans
Lacticaseibacillus paracasei,RG1,Bacteria,Lactobacillus paracasei
Lacticaseibacillus paracasei subsp. paracasei,RG1,Bacteria,Lactobacillus paracasei subsp. paracasei
Lacticaseibacillus paracasei subsp. tolerans,RG1,Bacteria,"Lactobacillus casei subsp. tolerans,Lactobacillus paracasei subsp. tolerans"
Lacticaseibacillus rhamnosus,RG1,Bacteria,"Lactobacillus casei subsp. rhamnosus,Lactobacillus rhamnosus"
Lacticaseibacillus sharpeae,RG1,Bacteria,Lactobacillus sharpeae
Lacticaseibacillus zeae,RG1,Bacteria,Lactobacillus zeae
Lacticigenium naphthae,RG1,Bacteria,
Lactiplantibacillus paraplantarum,RG1,Bacteria,Lactobacillus paraplantarum
Lactiplantibacillus pentosus,RG1,Bacteria,Lactobacillus pentosus
Lactiplantibacillus plantarum,RG1,Bacteria,"Lactobacillus arizonensis,Streptobacterium plantarum,Lactobacillus plantarum,Lactobacterium plantarum"
Lactobacillus acetotolerans,RG1,Bacteria,
Ligilactobacillus agilis,RG1,Bacteria,Lactobacillus agilis
Lactobacillus amylophilus,RG1,Bacteria,
Lactobacillus amylovorus,RG1,Bacteria,Lactobacillus sobrius
Ligilactobacillus animalis,RG1,Bacteria,Lactobacillus animalis
Ligilactobacillus araffinosus,RG1,Bacteria,Lactobacillus aviarius subsp. araffinosus
Lactobacillus aviarius subsp. aviarius,RG1,Bacteria,
Latilactobacillus sakei,RG1,Bacteria,"Lactobacillus bavaricus,Lactobacillus sakei"
Loigolactobacillus bifermentans,RG1,Bacteria,Lactobacillus bifermentans
Lactobacillus delbrueckii subsp. bulgaricus,RG1,Bacteria,Lactobacillus bulgaricus
Lactobacillus casei subsp. pseudoplantarum,RG1,Bacteria,Lactobacillus casei subsp. alactosus
Limosilactobacillus fermentum,RG1,Bacteria,"Lactobacillus cellobiosus,Lactobacillus fermentum"
Secundilactobacillus collinoides,RG1,Bacteria,Lactobacillus collinoides
Weissella kandleri,RG1,Bacteria,Lactobacillus coprophilus subsp. Confusus
Loigolactobacillus coryniformis,RG1,Bacteria,Lactobacillus coryniformis
Loigolactobacillus coryniformis subsp. coryniformis,RG1,Bacteria,Lactobacillus coryniformis subsp. coryniformis
Loigolactobacillus coryniformis subsp. torquens,RG1,Bacteria,"Lactobacillus coryniformis subsp. torquens,Lactobacillus torquens"
Latilactobacillus sakei subsp. carnosus,RG1,Bacteria,"Lactobacillus sakei subsp. carnosus,Lactobacillus curvatus subsp. melibiosus"
Lactobacillus delbrueckii,RG1,Bacteria,
Lactobacillus delbrueckii subsp. delbrueckii,RG1,Bacteria,
Lactobacillus delbrueckii subsp. lactis,RG1,Bacteria,"Lactobacillus lactis,Thermobacterium lactis"
Lapidilactobacillus dextrinicus,RG1,Bacteria,"Pediococcus cerevisiae subsp. dextrinicus,Pediococcus dextrinicus,Lactobacillus dextrinicus"
Paucilactobacillus vaccinostercus,RG1,Bacteria,"Lactobacillus vaccinostercus,Lactobacillus durianis"
Lentilactobacillus parabuchneri,RG1,Bacteria,"Lactobacillus parabuchneri,Lactobacillus ferintoshensis"
Lactobacillus gallinarum,RG1,Bacteria,
Lactobacillus gasseri,RG1,Bacteria,
Latilactobacillus graminis,RG1,Bacteria,Lactobacillus graminis
Weissella halotolerans,RG1,Bacteria,Lactobacillus halotolerans
Lactobacillus hamsteri,RG1,Bacteria,
Lactobacillus helveticus,RG1,Bacteria,"Lactobacillus suntoryeus,Plocamobacterium helveticum,Lactobacterium helveticum,Thermobacterium helveticum"
Lentilactobacillus hilgardii,RG1,Bacteria,Lactobacillus hilgardii
Lactococcus lactis subsp. hordniae,RG1,Bacteria,Lactobacillus hordniae
Lactobacillus iners,RG1,Bacteria,
Lactobacillus intestinalis,RG1,Bacteria,
Lactobacillus jensenii,RG1,Bacteria,
Lactobacillus johnsonii,RG1,Bacteria,
Weissella paramesenteroides,RG1,Bacteria,Lactobacillus kandleri
Lactobacillus kefiranofaciens,RG1,Bacteria,
Lactobacillus kefiranofaciens subsp. kefirgranum,RG1,Bacteria,Lactobacillus kefirgranum
Lentilactobacillus kefiri,RG1,Bacteria,Lactobacillus kefiri
Lactobacillus leichmannii,RG1,Bacteria,Lactobacterium leichmannii
Secundilactobacillus malefermentans,RG1,Bacteria,Lactobacillus malefermentans
Liquorilactobacillus mali,RG1,Bacteria,"Lactobacillus yamanashiensis subsp. mali,Lactobacillus mali,Lactobacillus yamanashiensis"
Ligilactobacillus murinus,RG1,Bacteria,Lactobacillus murinus
Limosilactobacillus oris,RG1,Bacteria,Lactobacillus oris
Limosilactobacillus panis,RG1,Bacteria,Lactobacillus panis
Lentilactobacillus parakefiri,RG1,Bacteria,Lactobacillus parakefiri
Limosilactobacillus pontis,RG1,Bacteria,Lactobacillus pontis
Limosilactobacillus reuteri,RG1,Bacteria,Lactobacillus reuteri
Lactobacillus rogosae,RG1,Bacteria,
Latilactobacillus sakei subsp. sakei,RG1,Bacteria,Lactobacillus sakei subsp. sakei
Ligilactobacillus salivarius,RG1,Bacteria,"Lactobacillus salivarius subsp. salicinius,Lactobacillus salivarius subsp. salivarius"
Paucilactobacillus suebicus,RG1,Bacteria,Lactobacillus suebicus
Olsenella uli,RG1,Bacteria,Lactobacillus uli
Limosilactobacillus vaginalis,RG1,Bacteria,Lactobacillus vaginalis
Weissella viridescens,RG1,Bacteria,Lactobacillus viridescens
Weissella minor,RG1,Bacteria,Lactobacillus viridescens subsp. Halotolerans
Lactococcus cremoris,RG1,Bacteria,"Streptococcus lactis subsp. cremoris,Streptococcus cremoris,Lactococcus lactis subsp. cremoris"
Lactococcus lactis subsp. lactis,RG1,Bacteria,Streptococcus lactis subsp. lactis
Lactococcus lactis subsp. lactis biovar diacetylactis,RG1,Bacteria,
Tropheryma whipplei,RG2,Bacteria,"Lactococcus pasteurii,Ruminococcus pasteurii"
Lactococcus piscium,RG1,Bacteria,
Lactococcus plantarum,RG1,Bacteria,Streptococcus plantarum
Lactococcus raffinolactis,RG1,Bacteria,Streptococcus raffinolactis
Paralagenidium karlingii,RG2,Fungus,"Lagenidium ajelloi,Lagenidium karlingii"
Lyssavirus lagos,RG3,Virus,"Lagos bat virus,Lagos bat lyssavirus"
Lagovirus europaeus (European brown hare syndrome virus),,Virus,
Lagovirus europaeus (Rabbit hemorrhagic disease virus),RG1,Virus,
Orthohantavirus mamorense (Laguna negra virus),RG3,Virus,"Orthohantavirus negraense,Laguna Negra orthohantavirus,Laguna Negra virus"
Lamprobacter modestohalophilus,RG1,Bacteria,
Orthoflavivirus langatense,RG2,Virus,Langat virus
Parahenipavirus langyaense,RG3,Virus,Langya virus
Mammarenavirus lassaense,RG4,Virus,"Lassa mammarenavirus,Lassa virus"
Mammarenavirus latinum,RG2,Virus,"Latino virus,Latino mammarenavirus"
Lautropia mirabilis,RG1,Bacteria,
Ledantevirus ledantec,RG2,Virus,"Le Dantec ledantevirus,Le Dantec virus"
Orbivirus lebomboense,RG2,Virus,Lebombo virus
Lentzea aerocolonigenes,RG1,Bacteria,"Saccharothrix aerocolonigenes,Nocardia aerocolonigenes,Lechevalieria aerocolonigenes"
Ledantevirus elgon,RG2,Virus,"Mount Elgon bat virus,Mount Elgon bat ledantevirus"
Ledantevirus nkolbisson,RG2,Virus,"Nkolbisson ledantevirus,Nkolbisson virus"
Legionella adelaidensis,RG2,Bacteria,
Legionella anisa,RG2,Bacteria,
Legionella birminghamensis,RG2,Bacteria,
Legionella brunensis,RG2,Bacteria,
Legionella cherrii,RG2,Bacteria,Legionella cherryi
Legionella cincinnatiensis,RG2,Bacteria,
Legionella erythra,RG2,Bacteria,
Legionella fairfieldensis,RG2,Bacteria,
Legionella feeleii,RG2,Bacteria,
Legionella geestiana,RG2,Bacteria,
Legionella gratiana,RG2,Bacteria,
Legionella hackeliae,RG2,Bacteria,
Legionella israelensis,RG2,Bacteria,
Legionella jamestowniensis,RG2,Bacteria,
Legionella jordanis,RG2,Bacteria,
Legionella lansingensis,RG2,Bacteria,
Legionella londiniensis,RG2,Bacteria,
Legionella longbeachae,RG2,Bacteria,
Legionella maceachernii,RG2,Bacteria,Tatlockia maceachernii
Legionella micdadei,RG2,Bacteria,Tatlockia micdadei
Tatumella ptyseos,RG2,Bacteria,"Legionella micdadei,Legionella pittsburghensis"
Legionella moravica,RG2,Bacteria,
Legionella nautarum,RG2,Bacteria,
Legionella oakridgensis,RG2,Bacteria,
Legionella parisiensis,RG2,Bacteria,
Legionella pneumophila,RG2,Bacteria,
Legionella pneumophila strain 25D,RG1,Bacteria,
Legionella pneumophila strain Lp03 (dot/icm-),RG2,Bacteria,
Legionella pneumophila subsp. fraseri,RG2,Bacteria,
Legionella pneumophila subsp. pascullei,RG2,Bacteria,
Legionella pneumophila subsp. pneumophila,RG2,Bacteria,
Legionella quateirensis,RG2,Bacteria,
Legionella quinlivanii,RG2,Bacteria,
Legionella rubrilucens,RG2,Bacteria,
Legionella sainthelensi,RG2,Bacteria,
Legionella santicrucis,RG2,Bacteria,Legionella santacruxensis
Legionella shakespearei,RG2,Bacteria,
Legionella spiritensis,RG2,Bacteria,
Legionella steigerwaltii,RG2,Bacteria,
Legionella taurinensis,RG2,Bacteria,
Legionella tucsonensis,RG2,Bacteria,
Legionella wadsworthii,RG2,Bacteria,
Legionella waltersii,RG2,Bacteria,
Legionella worsleiensis,RG2,Bacteria,
Leishmania braziliensis,RG2,Parasite,"Viannia braziliensis,Leishmania (Viannia) brasiliensis"
Leishmania aethiopica,RG2,Parasite,
Leishmania chagasi,RG2,Parasite,"Leishmania infantum chagasi,Leishmania donovani chagasi"
Leishmania donovani,RG2,Parasite,
Leishmania guyanensis,RG2,Parasite,Viannia guyanensis
Leishmania infantum,RG2,Parasite,
Leishmania major,RG2,Parasite,
Leishmania mexicana,RG2,Parasite,
Leishmania panamensis,RG2,Parasite,Viannia panamensis
Leishmania tarentolae,RG1,Parasite,Sauroleishmania tarentolae
Leishmania tropica,RG2,Parasite,
Leminorella grimontii,RG1,Bacteria,
Leminorella richardii,RG1,Bacteria,
Lentivirus ovivismae,,Virus,"Visna-maedi virus,Visna/Maedi virus"
Lentivirus simimdef,RG2,Virus,"Simian immunodeficiency virus,SIV"
Lentzea albidocapillata,RG1,Bacteria,Saccharothrix albidocapillata
Lentzea waywayandensis,RG1,Bacteria,Saccharothrix waywayandensis
Lepeophtheirus salmonis,,Parasite,"Sea louse (lice),Salmon louse (lice)"
Leporipoxvirus myxoma,RG1,Virus,Myxoma virus
Leporipoxvirus shope,RG1,Virus,"Rabbit fibroma virus,Shope fibroma virus"
Leporipoxvirus squirrelfibroma,RG1,Virus,Squirrel fibroma virus
Leptonema illini,RG1,Bacteria,
Plenodomus biglobosus,RG1,Fungus,Leptosphaeria biglobosa
Plenodomus lingam,RG1,Fungus,Leptosphaeria maculans
Leptospira alexanderi,RG2,Bacteria,
Leptospira biflexa,RG2,Bacteria,
Leptospira borgpetersenii,RG2,Bacteria,
Leptospira borgpetersenii serovar Balcanica,RG2,Bacteria,
Leptospira borgpetersenii serovar Ballum,RG2,Bacteria,
Leptospira fainei,RG2,Bacteria,
Leptospira kirschneri serovar Grippotyphosa,RG2,Bacteria,Leptospira grippotyphosa
Leptospira icteropetersenii,RG2,Bacteria,
Leptospira inadai,RG2,Bacteria,
Leptospira interrogans,RG2,Bacteria,"Spirochaeta biflexa,Spirochaeta icterogenes,Spirochaeta interrogans,Spirochaeta nodosa"
Leptospira interrogans serovar australis,RG2,Bacteria,
Leptospira interrogans serovar autumnalis,RG2,Bacteria,
Leptospira interrogans serovar ballum,RG2,Bacteria,
Leptospira interrogans serovar bataviae,RG2,Bacteria,
Leptospira interrogans serovar bratislava,RG2,Bacteria,
Leptospira interrogans serovar canicola,RG2,Bacteria,
Leptospira interrogans serovar copenhageni,RG2,Bacteria,
Leptospira interrogans serovar Grippotyphosa,RG2,Bacteria,
Leptospira interrogans serovar hardjo,RG2,Bacteria,
Leptospira interrogans serovar hebdomadis,RG2,Bacteria,
Leptospira interrogans serovar icterohaemorrhagiae,RG2,Bacteria,
Leptospira interrogans serovar pomona,RG2,Bacteria,
Leptospira interrogans serovar saxkoebing,RG2,Bacteria,
Leptospira interrogans serovar sejroe,RG1,Bacteria,
Leptospira interrogans serovar szwajizak,RG2,Bacteria,
Leptospira interrogans serovar tarassovi,RG2,Bacteria,
Leptospira interrogans subsp. balcanica,RG2,Bacteria,
Leptospira interrogans subsp. monocytogenes,RG2,Bacteria,
Leptospira kirschneri,RG2,Bacteria,
Leptospira noguchii,RG2,Bacteria,
Ureaplasma canigenitalium,RG1,Bacteria,Leptospira parva
Leptospira santarosai,RG2,Bacteria,
Leptospira weilii,RG2,Bacteria,
Leptospirillum ferriphilum,RG1,Bacteria,
Leptospirillum ferrooxidans,RG1,Bacteria,
Leptospirillum thermoferrooxidans,RG1,Bacteria,
Leptotrichia buccalis,RG2,Bacteria,Leptothrix buccalis
Leptothrix cholodnii,RG1,Bacteria,
Leptothrix discophora,RG1,Bacteria,Megalothrix discophora
Leptothrix lopholea,RG1,Bacteria,
Sphaerotilus mobilis,RG1,Bacteria,Leptothrix mobilis
Leptothrix ochracea,RG1,Bacteria,
Sneathia sanguinegens,RG2,Bacteria,"Leptotrichia microbii,Leptotrichia sanguinegens"
Leptotrichia trevisanii,RG1,Bacteria,
Leptotrichia vaginalis,RG2,Bacteria,
Leucobacter komagatae,RG1,Bacteria,
Leuconostoc citreum,RG1,Bacteria,Leuconostoc amelibiosum
Leuconostoc lactis,RG1,Bacteria,Leuconostoc argentinum
Leuconostoc carnosum,RG1,Bacteria,
Leuconostoc mesenteroides subsp. cremoris,RG1,Bacteria,Leuconostoc cremoris
